Facility,Start Date,End Date,Region,State,Non-Add,Facility Type,Primary Facility,Center Area,Old Level,New Level,Class,Hours Of Ops,AT MIL,Oceanic,Arpt Ops,Instr Appr,Acft Handled,Instr Ops,Stage III/TCA,Seasonal,Classification
27A:Elberton/Elbert County,199210,Present,7,GA,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
27J:Newberry Municipal,199210,Present,7,SC,Yes,F,CAE,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
27K:Georgetown/Marshall Field,199510,Present,7,KY,Yes,F,LEX,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
28J:Palatka/K Larkin,199210,Present,7,FL,Yes,F,JAX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
28N:Vineland-Downstown,199610,Present,1,NJ,Yes,F,ACY,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
29D:Grove City,------,Present,1,PA,Yes,F,YNG,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
29G:Ravenna/Portage Cty,199210,Present,C,OH,Yes,F,CAK,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
29J:Rock Hill/York County,200110,Present,7,NC,Yes,F,CLT,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
29N:Vineland/Kroelinger,199210,Present,1,NJ,Yes,F,ACY,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2A0:Dayton/M Anton,------,Present,7,TN,Yes,F,CHA,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2A1:Jamestown Municipal,199210,Present,7,TN,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2A5:Liberty/Causey,199810,Present,7,NC,Yes,F,GSO,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2A6:Holly Grove Municipal,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2B1:Marston Mills/Cape Cod,------,Present,E,MA,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2B2:Newburyport/Plum Island,198802,Present,E,MA,Yes,F,A90,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2B7:Pittsfield Municipal,------,Present,E,ME,Yes,F,BGR,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2D5:Oakes Municipal,199908,Present,C,ND,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2D7:Beach City,------,Present,C,OH,Yes,F,CAK,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2E3:Gruver/Cluck Ranch,202002,Present,2,TX,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2F5:Lamesa Municipal,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2F7:Commerce Municipal,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2F8:Bastrop/Morehouse Mem,199210,Present,2,LA,Yes,F,MLU,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2F9:Wichita Falls/T Danaher,199210,Present,2,TX,Yes,F,SPS,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2G0:Jackson/Echelon,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2G1:Painesville/Concord Arprk,199610,Present,C,OH,Yes,F,CLE,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2G2:Steubenville/Jefferson Cty,199210,Present,C,OH,Yes,F,PIT,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2G3:Connellsville,------,Present,1,PA,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2G4:Oakland/Garrett County,199909,Present,1,MD,Yes,F,CKB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2G9:Somerset County,------,Present,1,PA,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2H0:Shelbyville/Shelby County,200111,Present,3,MO,Yes,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2H2:Aurora Memorial Municipal,------,Present,3,MO,Yes,F,SGF,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2I0:Madisonville Municipal,199210,Present,7,KY,Yes,F,EVV,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2I5:Rantoul Natl Aviation Cntr,199610,Present,C,IL,Yes,F,CMI,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2J0:Panacea/Wakulla County,------,Present,7,FL,Yes,F,TLH,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2J2:Hinesville/Liberty County,199610,Present,7,GA,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2J9:Quincy Municipal,------,Present,7,FL,Yes,F,TLH,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2K0:Monticello/Piatt Cnty,199310,Present,C,IL,Yes,F,CMI,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2K2:Ozark/Air Park South,199210,Present,3,MO,Yes,F,SGF,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2K3:Johnson/Stanton Cty Muni,199210,Present,3,KS,No,F,ZKC,ZKC,,,,240,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2K7:Neodesha Municipal,------,Present,3,KS,No,F,ZKC,ZKC,,,,240,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2M2:Lawrenceburg/Lawrence Cnty,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2M3:Sallisaw Municipal,202002,Present,2,OK,Yes,F,FSM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2M4:Forest/G V Montgomery,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2M6:Walls/Twinkletown,202002,Present,7,MS,Yes,F,MEM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2M8:Millington/C W Baker,202002,Present,7,TN,Yes,F,MEM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2N6:Jobstown/Redwing,------,Present,1,NJ,Yes,F,WRI,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2N8:Matawan/Marlboro,199210,Present,1,NJ,Yes,F,WRI,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2O7:Independence,------,Present,4,CA,Yes,F,CAK,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2R4:Milton/P Prince Field,199912,Present,7,FL,Yes,F,P31,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2R6:Bunkie Municipal,199010,Present,2,LA,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2R8:Port Aransas/Mustang Beach,199210,Present,2,TX,Yes,F,CRP,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2R9:Kenedy/Karnes County,199210,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2S6:Sportsman Airpark /Newberg,199510,Present,S,OR,Yes,F,S46,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2TA8:El Coyote Ranch,199502,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2V0:Hershey/George,------,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2V2:Vance Brand /Longmont,200503,Present,S,CO,Yes,F,D01,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2W2:Westminster/Clearview Arpk,200302,Present,1,MD,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
2W6:Leonardtown/St Marys Co,199210,Present,1,MD,Yes,F,NHK,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
31A:Mocksville/Sugar Valley,199907,Present,7,NC,Yes,F,ORF,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
31F:Seminole/Gaines County,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
31M:Union Municipal,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
31VA:Smithfield/Aberdeen Field,199810,Present,1,VA,Yes,F,ORF,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
33A:Landrum/Fairview,------,Present,7,SC,Yes,F,GSP,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
33MS:Freedom Strip,201106,Present,3,MS,Yes,F,M98,ZMP,0,0,,240,No,No,No,No,No,No,No,No,(12) Non-FAA Facility
33N:Dover/Delaware Airpark,199610,Present,1,DE,Yes,F,DOV,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
34A:Laurens County,------,Present,7,SC,Yes,F,GSP,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
34G:Tecumseh/Merillat,199210,Present,C,MI,Yes,F,YNG,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
35D:Allegan/Padgham Field,------,Present,C,MI,Yes,F,GRR,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
37I:Troy Skypark,199610,Present,C,OH,Yes,F,DAY,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
37W:Erwin/Harnett County,200110,Present,7,NC,Yes,F,FAY,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
38D:Salem Airpark Inc,------,Present,C,OH,Yes,F,CAK,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
38J:Hemingway-Stuckey,------,Present,7,SC,Yes,F,MYR,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
38NK:Tamarack,201106,Present,3,NY,Yes,F,M98,ZMP,0,0,,240,No,No,No,No,No,No,No,No,(12) Non-FAA Facility
39N:Princeton/Rocky Hill,------,Present,1,NJ,Yes,F,N90,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3A1:Cullman/Folsom Field,202002,Present,7,AL,Yes,F,HSV,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3A2:Tazwell/New Tazwell Muni,199210,Present,7,TN,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3A3:Wadesboro/Anson County,------,Present,7,NC,Yes,F,CLT,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3A5:Silverstreet/Connelly Fld,199210,Present,7,SC,Yes,F,TYS,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3A7:Eutaw Municipal,------,Present,7,AL,Yes,F,BHM,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3AE:Anderson/Ace Airpark,199210,Present,C,IN,Yes,F,D21,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3AU:Augusta Municipal,------,Present,3,KS,Yes,F,ICT,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3B0:Southbridge Municipal,199610,Present,E,MA,Yes,F,Y90,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3B1:Greenville Municipal,------,Present,E,ME,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3B2:Marshfield,198802,Present,E,MA,Yes,F,A90,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3B4:Eliot/Littlebrook Airpark,199210,Present,E,ME,Yes,F,MHT,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3B5:Turner/Twitchell,199210,Present,E,ME,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3B9:Chester,------,Present,E,CT,Yes,F,N90,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3BS:Midland/J Barstow,------,Present,C,MI,Yes,F,MBS,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3C1:Elkhart/Mishawaka Pilots,199210,Present,C,IN,No,F,SBN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3CK:Lake In The Hills,199210,Present,C,IL,Yes,F,C90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3CM:Bay City/J Clements Muni,------,Present,C,MI,Yes,F,MBS,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3CU:Cable,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3D2:Ephraim-Fish Creek Arpt,200111,Present,C,WI,Yes,F,GRB,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3D4:Frankfort/Dow Memorial Fld,199810,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3D5:Bowling Green/Avery AirSrv,199310,Present,C,OH,Yes,F,GRR,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3EX:Excelsior Springs Memorial,199610,Present,3,MO,Yes,F,MCI,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3F4:Vivian,------,Present,2,LA,Yes,F,SHV,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3F6:Paducah/D E Richards Muni,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3F7:Bristow/Jones Memorial,199510,Present,2,OK,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3F8:Welch/Harrison,199210,Present,2,OK,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3F9:Mineola/Wisener Field,199508,Present,2,TX,Yes,F,GGG,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3FK:Franklin Flying Field,199610,Present,C,IN,Yes,F,IND,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3FM:Fremont Municipal,------,Present,C,MI,Yes,F,MKG,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3G3:Wadsworth Municipal,------,Present,C,OH,Yes,F,CAK,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3G4:Ashland County,------,Present,C,OH,Yes,F,MFD,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3G6:Sebring/Tri City,------,Present,C,OH,Yes,F,CAK,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3G7:Williamson/Sodus,------,Present,1,NY,Yes,F,ROC,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3G9:Butler Farm Show,199610,Present,1,PA,Yes,F,PIT,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3GM:Grand Haven Memorial,------,Present,C,MI,Yes,F,MKG,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3GV:Grain Valley/E Kansas City,199210,Present,3,MO,Yes,F,MCI,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3H0:Jacksonville/Passavant Hp,199210,Present,C,IL,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3HO:Hobart Sky Ranch,------,Present,C,IN,Yes,F,C90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3I2:Point Pleasant/Mason Cty,------,Present,1,WV,Yes,F,HTS,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3I3:Terre Haute/Sky King,------,Present,C,IN,Yes,F,HUF,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3I5:Lawrenceville Cty Memorial,199210,Present,C,IL,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3I7:Phillipsburg,199210,Present,C,OH,Yes,F,DAY,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3I9:Hebron/Buckeye Executive,199210,Present,C,OH,Yes,F,CMH,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3IP:Independence Memorial,199210,Present,3,MO,Yes,F,MCI,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3J7:Greensboro/Greene Cnty,199210,Present,7,GA,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3JC:Junction City/Freeman Fld,199210,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3K1:Alva Regional,199810,Present,2,OK,Yes,F,ICT,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3K3:Syracuse-Hamilton Cnty Mun,199610,Present,3,KS,Yes,F,ICT,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3K7:Leoti/M Hoard Memorial,199210,Present,3,KS,Yes,F,ICT,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3LA4:Lake Arthur/L' Pecan Isl,199210,Present,2,LA,Yes,F,LCH,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3LA5:Lake Charles/Ptrlm Helicop,------,Present,2,LA,Yes,F,LCH,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3LA6:Lake Charles/Morgan Crop,------,Present,2,LA,Yes,F,LCH,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3LC:Lincoln/Logan County,------,Present,C,IL,Yes,F,SPI,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3LF:Linchfield Municipal,------,Present,C,IL,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3LP:La Porte Municipal,200003,Present,C,IN,Yes,F,SBN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3M3:Collegedale Municipal,------,Present,7,TN,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3M4:Harvest/Epps Airpark,202002,Present,7,AL,Yes,F,HSV,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3M5:Huntsville/Moontown,202002,Present,7,AL,Yes,F,HSV,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3M7:Lafayette Municipal,202002,Present,7,TN,Yes,F,BNA,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3M8:Reform/North Pickens,202002,Present,7,AL,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3M9:Warren Municipal,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3MY:Peoria/Mount Hawley,199210,Present,C,IL,Yes,F,PIA,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3N5:Newton,200501,Present,1,NJ,Yes,F,N90,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3N6:Old Bridge,------,Present,1,NJ,Yes,F,WRI,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3N9:Alamo Navajo,202002,Present,2,NM,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3NJ6:Rancocas/Inductotherm,199209,Present,1,NJ,Yes,F,PHL,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3R0:Beeville Municipal,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3R1:Bay City Municipal,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3R2:Crowley/Le Gros Mem,------,Present,2,LA,Yes,F,LFT,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3R3:Austin Executive Airpark,199110,Present,2,TX,Yes,F,AUS,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3R4:Many/Hart,199010,Present,2,LA,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3R7:Jennings,------,Present,2,LA,Yes,F,LCH,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3R9:Austin/Lakeway Airpark,------,Present,2,TX,Yes,F,AUS,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3RC:Roscommon,------,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3SG:Saginaw/H W Browne,------,Present,C,MI,Yes,F,MBS,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3SQ:St Charles,198703,Present,3,MO,Yes,F,T75,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3SY:Indianapolis Speedway,------,Present,C,IN,Yes,F,IND,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3T1:Mineola/Quitman,199510,Present,2,TX,Yes,F,GGG,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3T5:La Grange/Fayette Regional,199804,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3TE:Tecumseh/Al Meyers,199210,Present,C,MI,Yes,F,D21,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3TR:Niles/J Tyler Meml,------,Present,C,MI,Yes,F,SBN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3U3:Anaconda/Bowman Field,199405,Present,S,MT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3V4:Fort Morgan Municipal,------,Present,S,CO,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3V5:Fort Collins Downtown,200503,Present,S,CO,No,F,D01,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3WO:Shawano Municipal,199209,Present,C,WI,Yes,F,GRB,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3Y2:West Union/G L Scott Muni,------,Present,3,IA,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
3Y3:Winterset/Madison County,199210,Present,3,IA,Yes,F,DSM,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
40J:Perry-Foley,------,Present,7,FL,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
40N:Coatesville,------,Present,1,PA,Yes,F,PHL,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
40XS:Cedar Park/Breakaway Park,------,Present,2,TX,Yes,F,AUS,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
41N:Oneonta/F & F Airpark,199610,Present,1,NY,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
42J:Keystone Heights,199210,Present,7,FL,Yes,F,JAX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
43B:Deblois Flight Strip,------,Present,E,ME,Yes,F,BGR,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
44C:Beloit,------,Present,C,WI,Yes,F,RFD,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
44I:Albany/Spring Creek,------,Present,7,KY,Yes,F,AUS,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
44IL:McHenry Farms,199010,Present,C,IL,Yes,F,C90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
44N:Millbrook/Sky Acres,199010,Present,1,NY,Yes,F,N90,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
45J:Rockingham-Hamlet,199510,Present,7,NC,Yes,F,FAY,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
45K:Minneapolis City County,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
45N:Bay Shore/Fire Island,199610,Present,1,NY,No,F,ZNY,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
45R:Kountze/Silsbee,------,Present,2,TX,Yes,F,BPT,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
46N:Red Hook/Sky Park,199010,Present,1,NY,Yes,F,N90,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
47A:Canton/Cherokee Cty,199210,Present,7,GA,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
47J:Cheraw Municipal,199210,Present,7,SC,Yes,F,FLO,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
47K:Moundridge Municipal,199812,Present,3,KS,Yes,F,ICT,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
47N:Manville/Central Jersey Rg,199610,Present,1,NJ,Yes,F,N90,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
48A:Cochran,199704,Present,7,GA,Yes,F,M87,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
48D:Clare Municipal,199610,Present,C,MI,Yes,F,MBS,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
48I:Sutton/Braxton County,199610,Present,7,SC,Yes,F,CRW,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
48K:Ness City Municipal,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
48V:Erie Municipal,200503,Present,S,CO,Yes,F,D01,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
